Player,Slots,BJ,Craps,Bac,Bingo,Poker,Other,Total Spend,Gender,Age
Player 1396,1026.0,3630.0,4387.0,1128.0,0.0,0.0,0.0,10171.0,Male,46.0
Player 1397,56.0,40.0,18.0,11.0,0.0,14.0,31.0,171.0,Male,40.0
Player 1398,0.0,0.0,0.0,0.0,0.0,0.0,560.0,560.0,Female,29.0
Player 1399,139.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,Male,43.0
Player 1400,0.0,0.0,0.0,0.0,0.0,0.0,552.0,552.0,Female,26.0
Player 1401,380.0,0.0,0.0,0.0,164.0,0.0,0.0,544.0,Female,49.0
Player 1402,725.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,Male,56.0
Player 1403,80.0,33.0,15.0,9.0,0.0,35.0,55.0,226.0,Female,51.0
Player 1404,798.0,406.0,214.0,87.0,0.0,91.0,637.0,2232.0,Male,65.0
Player 1405,739.0,3889.0,3051.0,504.0,0.0,0.0,0.0,8182.0,Female,29.0
Player 1406,67.0,26.0,25.0,13.0,0.0,20.0,40.0,191.0,Female,24.0
Player 1407,109.0,26.0,12.0,10.0,0.0,16.0,69.0,242.0,Female,47.0
Player 1408,129.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,Female,37.0
Player 1409,24.0,26.0,12.0,12.0,0.0,22.0,60.0,156.0,Female,70.0
Player 1410,73.0,11.0,9.0,8.0,0.0,17.0,57.0,176.0,Male,38.0
Player 1411,927.0,296.0,207.0,120.0,0.0,263.0,454.0,2268.0,Female,60.0
Player 1412,651.0,0.0,0.0,0.0,0.0,0.0,0.0,651.0,Male,64.0
Player 1413,65.0,24.0,19.0,17.0,0.0,22.0,66.0,214.0,Male,49.0
Player 1414,18.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,Female,55.0
Player 1415,1193.0,2043.0,4416.0,817.0,0.0,0.0,0.0,8469.0,Male,64.0
Player 1416,64.0,39.0,16.0,11.0,0.0,22.0,76.0,227.0,Female,25.0
Player 1417,319.0,0.0,0.0,0.0,146.0,0.0,0.0,465.0,Male,66.0
Player 1418,132.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,Male,52.0
Player 1419,481.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,Female,39.0
Player 1420,898.0,4045.0,4260.0,909.0,0.0,0.0,0.0,10112.0,Male,45.0
Player 1421,271.0,0.0,0.0,0.0,55.0,0.0,0.0,327.0,Male,68.0
Player 1422,579.0,0.0,0.0,0.0,0.0,0.0,0.0,579.0,Female,62.0
Player 1423,719.0,203.0,212.0,127.0,0.0,257.0,432.0,1949.0,Female,49.0
Player 1424,669.0,0.0,0.0,0.0,0.0,0.0,0.0,669.0,Female,41.0
Player 1425,134.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,Female,33.0
Player 1426,274.0,0.0,0.0,0.0,120.0,0.0,0.0,393.0,Male,34.0
Player 1427,72.0,20.0,21.0,15.0,0.0,22.0,42.0,192.0,Male,47.0
Player 1428,127.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,Male,56.0
Player 1429,107.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,Female,55.0
Player 1430,103.0,39.0,17.0,11.0,0.0,16.0,38.0,225.0,Male,21.0
Player 1431,393.0,308.0,305.0,111.0,0.0,216.0,551.0,1883.0,Male,31.0
Player 1432,183.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,Female,39.0
Player 1433,112.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,Female,29.0
Player 1434,115.0,41.0,28.0,11.0,0.0,15.0,57.0,268.0,Male,29.0
Player 1435,69.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,Male,31.0
Player 1436,78.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,Female,26.0
Player 1437,1088.0,4576.0,4610.0,1248.0,0.0,0.0,0.0,11522.0,Female,36.0
Player 1438,126.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,Female,30.0
Player 1439,59.0,37.0,27.0,9.0,0.0,22.0,30.0,184.0,Male,59.0
Player 1440,607.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,Male,44.0
Player 1441,0.0,0.0,0.0,0.0,0.0,0.0,268.0,268.0,Female,39.0
Player 1442,69.0,47.0,17.0,11.0,0.0,21.0,35.0,201.0,Male,43.0
Player 1443,0.0,703.0,0.0,0.0,0.0,0.0,0.0,703.0,Male,23.0
Player 1444,22.0,34.0,21.0,6.0,0.0,17.0,31.0,132.0,Male,27.0
Player 1445,741.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,Male,25.0
Player 1446,0.0,395.0,0.0,0.0,0.0,0.0,0.0,395.0,Male,32.0
Player 1447,0.0,0.0,0.0,0.0,0.0,0.0,467.0,467.0,Male,38.0
Player 1448,114.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,Female,63.0
Player 1449,0.0,708.0,0.0,0.0,0.0,0.0,0.0,708.0,Female,36.0
Player 1450,70.0,36.0,20.0,9.0,0.0,17.0,40.0,191.0,Male,27.0
Player 1451,857.0,335.0,122.0,117.0,0.0,207.0,597.0,2236.0,Female,48.0
Player 1452,673.0,199.0,141.0,67.0,0.0,294.0,715.0,2089.0,Female,44.0
Player 1453,0.0,0.0,0.0,0.0,0.0,0.0,448.0,448.0,Female,33.0
Player 1454,165.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,Male,37.0
Player 1455,561.0,0.0,0.0,0.0,102.0,0.0,0.0,663.0,Male,67.0
Player 1456,315.0,0.0,0.0,0.0,80.0,0.0,0.0,395.0,Male,42.0
Player 1457,65.0,25.0,18.0,10.0,0.0,20.0,40.0,177.0,Female,47.0
Player 1458,66.0,35.0,10.0,6.0,0.0,22.0,38.0,176.0,Male,57.0
Player 1459,42.0,35.0,34.0,4.0,0.0,19.0,35.0,171.0,Female,58.0
Player 1460,105.0,29.0,12.0,8.0,0.0,21.0,44.0,217.0,Female,24.0
Player 1461,0.0,267.0,0.0,0.0,0.0,0.0,0.0,267.0,Male,54.0
Player 1462,920.0,284.0,213.0,101.0,0.0,156.0,506.0,2181.0,Male,25.0
Player 1463,83.0,52.0,25.0,11.0,0.0,19.0,39.0,229.0,Male,62.0
Player 1464,369.0,0.0,0.0,0.0,73.0,0.0,0.0,442.0,Male,66.0
Player 1465,56.0,27.0,22.0,8.0,0.0,13.0,55.0,180.0,Male,54.0
Player 1466,47.0,33.0,29.0,7.0,0.0,24.0,16.0,155.0,Male,21.0
Player 1467,0.0,0.0,0.0,0.0,0.0,0.0,355.0,355.0,Male,64.0
Player 1468,52.0,33.0,9.0,8.0,0.0,22.0,61.0,186.0,Male,43.0
Player 1469,78.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,Male,22.0
Player 1470,57.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,Male,63.0
Player 1471,55.0,26.0,13.0,14.0,0.0,14.0,48.0,170.0,Female,69.0
Player 1472,61.0,26.0,10.0,14.0,0.0,20.0,48.0,178.0,Female,24.0
Player 1473,0.0,0.0,0.0,0.0,0.0,524.0,0.0,524.0,Female,57.0
Player 1474,563.0,229.0,124.0,77.0,0.0,182.0,653.0,1828.0,Male,36.0
Player 1475,76.0,32.0,16.0,9.0,0.0,29.0,55.0,216.0,Male,21.0
Player 1476,74.0,27.0,25.0,8.0,0.0,27.0,61.0,223.0,Male,42.0
Player 1477,249.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,Male,51.0
Player 1478,0.0,0.0,516.0,0.0,0.0,0.0,0.0,516.0,Male,25.0
Player 1479,662.0,156.0,140.0,102.0,0.0,238.0,545.0,1843.0,Male,34.0
Player 1480,75.0,37.0,22.0,8.0,0.0,16.0,62.0,220.0,Female,22.0
Player 1481,134.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,Male,21.0
Player 1482,443.0,486.0,217.0,117.0,0.0,201.0,381.0,1845.0,Male,38.0
Player 1483,88.0,29.0,21.0,6.0,0.0,21.0,49.0,214.0,Female,23.0
Player 1484,0.0,0.0,518.0,0.0,0.0,0.0,0.0,518.0,Female,60.0
Player 1485,634.0,443.0,256.0,97.0,0.0,249.0,551.0,2230.0,Male,55.0
Player 1486,780.0,327.0,158.0,123.0,0.0,212.0,557.0,2156.0,Male,39.0
Player 1487,52.0,21.0,28.0,6.0,0.0,25.0,30.0,163.0,Male,23.0
Player 1488,660.0,214.0,192.0,115.0,0.0,197.0,347.0,1724.0,Male,27.0
Player 1489,129.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,Female,36.0
Player 1490,577.0,410.0,218.0,141.0,0.0,78.0,320.0,1744.0,Female,39.0
Player 1491,156.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,Male,45.0
Player 1492,72.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,Male,22.0
Player 1493,0.0,0.0,0.0,0.0,0.0,0.0,412.0,412.0,Male,65.0
Player 1494,796.0,179.0,227.0,122.0,0.0,254.0,326.0,1904.0,Female,30.0
Player 1495,29.0,39.0,15.0,10.0,0.0,17.0,65.0,176.0,Female,58.0
Player 1496,340.0,0.0,0.0,0.0,94.0,0.0,0.0,434.0,Male,43.0
Player 1497,632.0,324.0,209.0,48.0,0.0,292.0,597.0,2103.0,Female,42.0
Player 1498,567.0,378.0,236.0,124.0,0.0,289.0,542.0,2136.0,Male,33.0
Player 1499,141.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,Male,29.0
Player 1500,94.0,43.0,15.0,15.0,0.0,30.0,47.0,243.0,Female,50.0
Player 1501,107.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,Male,68.0
Player 1502,569.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0,Male,46.0
Player 1503,69.0,33.0,31.0,9.0,0.0,11.0,33.0,185.0,Male,38.0
Player 1504,233.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,Female,30.0
Player 1505,92.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,Male,29.0
Player 1506,1107.0,3368.0,4722.0,1126.0,0.0,0.0,0.0,10323.0,Male,53.0
Player 1507,584.0,0.0,0.0,0.0,127.0,0.0,0.0,711.0,Male,38.0
Player 1508,74.0,36.0,13.0,4.0,0.0,24.0,69.0,221.0,Female,41.0
Player 1509,0.0,422.0,0.0,0.0,0.0,0.0,0.0,422.0,Female,67.0
Player 1510,474.0,380.0,165.0,112.0,0.0,207.0,541.0,1880.0,Male,45.0
Player 1511,83.0,47.0,14.0,12.0,0.0,22.0,51.0,229.0,Male,28.0
Player 1512,99.0,25.0,14.0,8.0,0.0,26.0,48.0,219.0,Male,52.0
Player 1513,807.0,323.0,212.0,73.0,0.0,258.0,185.0,1859.0,Male,24.0
Player 1514,79.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,Male,53.0
Player 1515,422.0,0.0,0.0,0.0,119.0,0.0,0.0,542.0,Male,55.0
Player 1516,61.0,43.0,22.0,7.0,0.0,24.0,40.0,197.0,Male,33.0
Player 1517,0.0,503.0,0.0,0.0,0.0,0.0,0.0,503.0,Male,44.0
Player 1518,73.0,33.0,26.0,14.0,0.0,12.0,53.0,210.0,Female,23.0
Player 1519,805.0,4628.0,4426.0,895.0,0.0,0.0,0.0,10755.0,Female,33.0
Player 1520,129.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,Female,50.0
Player 1521,449.0,0.0,0.0,0.0,58.0,0.0,0.0,506.0,Male,29.0
Player 1522,121.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,Female,26.0
Player 1523,0.0,0.0,0.0,0.0,0.0,297.0,0.0,297.0,Male,24.0
Player 1524,0.0,0.0,0.0,0.0,0.0,541.0,0.0,541.0,Male,39.0
Player 1525,53.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,Male,54.0
Player 1526,363.0,0.0,0.0,0.0,121.0,0.0,0.0,485.0,Male,47.0
Player 1527,376.0,0.0,0.0,0.0,92.0,0.0,0.0,468.0,Male,58.0
Player 1528,71.0,19.0,25.0,10.0,0.0,23.0,33.0,182.0,Male,40.0
Player 1529,628.0,321.0,269.0,83.0,0.0,151.0,546.0,1998.0,Male,24.0
Player 1530,356.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,Female,37.0
Player 1531,507.0,0.0,0.0,0.0,109.0,0.0,0.0,615.0,Male,59.0
Player 1532,0.0,0.0,0.0,0.0,0.0,0.0,342.0,342.0,Male,39.0
Player 1533,87.0,39.0,18.0,5.0,0.0,18.0,39.0,206.0,Female,70.0
Player 1534,479.0,0.0,0.0,0.0,102.0,0.0,0.0,580.0,Male,21.0
Player 1535,111.0,36.0,17.0,5.0,0.0,31.0,60.0,260.0,Female,29.0
Player 1536,1170.0,5344.0,3486.0,1331.0,0.0,0.0,0.0,11331.0,Male,34.0
Player 1537,511.0,0.0,0.0,0.0,90.0,0.0,0.0,601.0,Male,49.0
Player 1538,580.0,316.0,166.0,51.0,0.0,197.0,603.0,1913.0,Male,34.0
Player 1539,87.0,24.0,20.0,14.0,0.0,21.0,27.0,193.0,Male,62.0
Player 1540,52.0,21.0,28.0,13.0,0.0,24.0,63.0,199.0,Male,61.0
Player 1541,0.0,0.0,0.0,0.0,0.0,0.0,542.0,542.0,Female,56.0
Player 1542,856.0,3974.0,5217.0,958.0,0.0,0.0,0.0,11006.0,Male,48.0
Player 1543,0.0,0.0,0.0,0.0,0.0,249.0,0.0,249.0,Female,54.0
Player 1544,81.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,Male,49.0
Player 1545,900.0,79.0,192.0,122.0,0.0,92.0,492.0,1876.0,Female,58.0
Player 1546,587.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,Male,31.0
Player 1547,1473.0,2010.0,3124.0,1068.0,0.0,0.0,0.0,7675.0,Female,39.0
Player 1548,789.0,361.0,318.0,153.0,0.0,113.0,308.0,2042.0,Male,54.0
Player 1549,0.0,0.0,0.0,0.0,0.0,605.0,0.0,605.0,Male,51.0
Player 1550,896.0,3528.0,2537.0,831.0,0.0,0.0,0.0,7793.0,Female,42.0
Player 1551,92.0,41.0,17.0,5.0,0.0,27.0,67.0,248.0,Male,30.0
Player 1552,334.0,0.0,0.0,0.0,74.0,0.0,0.0,408.0,Female,50.0
Player 1553,76.0,18.0,20.0,9.0,0.0,24.0,34.0,181.0,Female,46.0
Player 1554,0.0,727.0,0.0,0.0,0.0,0.0,0.0,727.0,Male,29.0
Player 1555,0.0,0.0,0.0,0.0,0.0,0.0,358.0,358.0,Male,45.0
Player 1556,258.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,Male,38.0
Player 1557,62.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,Female,31.0
Player 1558,85.0,29.0,18.0,14.0,0.0,26.0,48.0,220.0,Male,30.0
Player 1559,0.0,0.0,356.0,0.0,0.0,0.0,0.0,356.0,Female,34.0
Player 1560,826.0,237.0,257.0,154.0,0.0,285.0,687.0,2446.0,Male,39.0
Player 1561,112.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,Male,62.0
Player 1562,0.0,239.0,0.0,0.0,0.0,0.0,0.0,239.0,Male,61.0
Player 1563,532.0,252.0,204.0,18.0,0.0,157.0,367.0,1531.0,Female,61.0
Player 1564,123.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,Female,63.0
Player 1565,0.0,430.0,0.0,0.0,0.0,0.0,0.0,430.0,Male,31.0
Player 1566,91.0,44.0,23.0,10.0,0.0,15.0,35.0,218.0,Male,61.0
Player 1567,658.0,336.0,253.0,150.0,0.0,121.0,371.0,1888.0,Male,64.0
Player 1568,604.0,303.0,280.0,62.0,0.0,226.0,477.0,1952.0,Female,62.0
Player 1569,590.0,4148.0,4465.0,639.0,0.0,0.0,0.0,9842.0,Male,32.0
Player 1570,720.0,374.0,254.0,90.0,0.0,233.0,460.0,2131.0,Male,22.0
Player 1571,1063.0,384.0,218.0,60.0,0.0,179.0,803.0,2708.0,Male,51.0
Player 1572,114.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,Female,36.0
Player 1573,90.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,Male,67.0
Player 1574,862.0,4802.0,2686.0,547.0,0.0,0.0,0.0,8897.0,Female,42.0
Player 1575,110.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,Female,70.0
Player 1576,603.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,Male,57.0
Player 1577,75.0,35.0,28.0,7.0,0.0,16.0,40.0,201.0,Male,62.0
Player 1578,964.0,435.0,225.0,65.0,0.0,161.0,486.0,2336.0,Female,36.0
Player 1579,86.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,Female,24.0
Player 1580,267.0,0.0,0.0,0.0,122.0,0.0,0.0,390.0,Female,60.0
Player 1581,189.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,Female,49.0
Player 1582,60.0,39.0,18.0,10.0,0.0,5.0,45.0,177.0,Male,66.0
Player 1583,64.0,33.0,35.0,16.0,0.0,22.0,41.0,211.0,Female,60.0
Player 1584,70.0,39.0,15.0,9.0,0.0,12.0,47.0,192.0,Female,49.0
Player 1585,69.0,21.0,24.0,8.0,0.0,16.0,47.0,185.0,Female,34.0
Player 1586,141.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,Female,53.0
Player 1587,384.0,0.0,0.0,0.0,77.0,0.0,0.0,461.0,Female,39.0
Player 1588,92.0,32.0,20.0,4.0,0.0,10.0,57.0,214.0,Female,26.0
Player 1589,135.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,Female,57.0
Player 1590,100.0,39.0,31.0,5.0,0.0,24.0,88.0,287.0,Female,42.0
Player 1591,84.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,Female,36.0
Player 1592,589.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,Male,60.0
Player 1593,676.0,243.0,108.0,110.0,0.0,296.0,684.0,2116.0,Female,28.0
Player 1594,448.0,284.0,158.0,73.0,0.0,193.0,421.0,1577.0,Male,63.0
Player 1595,348.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,Male,43.0
Player 1596,0.0,479.0,0.0,0.0,0.0,0.0,0.0,479.0,Female,27.0
Player 1597,121.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,Female,52.0
Player 1598,0.0,0.0,0.0,0.0,0.0,379.0,0.0,379.0,Male,31.0
Player 1599,29.0,12.0,29.0,12.0,0.0,20.0,44.0,146.0,Male,30.0
Player 1600,420.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,Female,51.0
Player 1601,84.0,47.0,8.0,14.0,0.0,21.0,44.0,217.0,Female,44.0
Player 1602,45.0,27.0,18.0,5.0,0.0,16.0,31.0,144.0,Female,32.0
Player 1603,100.0,46.0,14.0,13.0,0.0,12.0,54.0,238.0,Male,53.0
Player 1604,74.0,21.0,20.0,10.0,0.0,28.0,44.0,197.0,Female,25.0
Player 1605,92.0,34.0,14.0,8.0,0.0,13.0,47.0,208.0,Male,21.0
Player 1606,0.0,492.0,0.0,0.0,0.0,0.0,0.0,492.0,Female,60.0
Player 1607,106.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,Male,50.0
Player 1608,40.0,32.0,10.0,6.0,0.0,31.0,64.0,183.0,Male,38.0
Player 1609,58.0,27.0,21.0,11.0,0.0,18.0,47.0,183.0,Female,21.0
Player 1610,555.0,0.0,0.0,0.0,71.0,0.0,0.0,627.0,Male,22.0
Player 1611,435.0,337.0,172.0,41.0,0.0,340.0,563.0,1890.0,Female,57.0
Player 1612,450.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,Female,58.0
Player 1613,77.0,39.0,19.0,7.0,0.0,15.0,51.0,208.0,Male,47.0
Player 1614,67.0,30.0,30.0,8.0,0.0,20.0,35.0,190.0,Male,23.0
Player 1615,59.0,46.0,6.0,10.0,0.0,26.0,52.0,199.0,Male,22.0
Player 1616,937.0,4135.0,4462.0,932.0,0.0,0.0,0.0,10466.0,Female,39.0
Player 1617,0.0,0.0,0.0,0.0,0.0,0.0,377.0,377.0,Male,59.0
Player 1618,1288.0,408.0,157.0,92.0,0.0,201.0,434.0,2580.0,Female,35.0
Player 1619,919.0,343.0,66.0,121.0,0.0,199.0,722.0,2371.0,Male,23.0
Player 1620,66.0,38.0,20.0,11.0,0.0,28.0,53.0,216.0,Female,64.0
Player 1621,268.0,416.0,161.0,65.0,0.0,171.0,624.0,1705.0,Female,54.0
Player 1622,80.0,29.0,20.0,14.0,0.0,29.0,67.0,238.0,Male,68.0
Player 1623,722.0,348.0,220.0,41.0,0.0,146.0,443.0,1921.0,Male,57.0
Player 1624,0.0,0.0,0.0,0.0,0.0,0.0,286.0,286.0,Male,70.0
Player 1625,147.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,Male,59.0
Player 1626,963.0,405.0,207.0,93.0,0.0,136.0,738.0,2542.0,Male,40.0
Player 1627,811.0,228.0,199.0,87.0,0.0,206.0,590.0,2120.0,Female,66.0
Player 1628,49.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,Male,68.0
Player 1629,57.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,Male,32.0
Player 1630,62.0,33.0,17.0,15.0,0.0,14.0,42.0,183.0,Female,25.0
Player 1631,53.0,18.0,18.0,12.0,0.0,0.0,75.0,175.0,Female,51.0
Player 1632,877.0,3617.0,3585.0,1091.0,0.0,0.0,0.0,9170.0,Male,30.0
Player 1633,266.0,0.0,0.0,0.0,159.0,0.0,0.0,425.0,Female,35.0
Player 1634,93.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,Male,57.0
Player 1635,41.0,30.0,31.0,10.0,0.0,19.0,58.0,190.0,Male,67.0
Player 1636,863.0,293.0,235.0,104.0,0.0,179.0,425.0,2099.0,Male,27.0
Player 1637,88.0,218.0,251.0,101.0,0.0,90.0,320.0,1067.0,Male,55.0
Player 1638,68.0,24.0,23.0,9.0,0.0,19.0,40.0,183.0,Male,54.0
Player 1639,267.0,0.0,0.0,0.0,79.0,0.0,0.0,346.0,Female,28.0
Player 1640,252.0,0.0,0.0,0.0,153.0,0.0,0.0,404.0,Male,61.0
Player 1641,673.0,268.0,153.0,89.0,0.0,236.0,601.0,2021.0,Female,40.0
Player 1642,125.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,Female,52.0
Player 1643,0.0,0.0,0.0,0.0,0.0,0.0,546.0,546.0,Male,44.0
Player 1644,1176.0,5102.0,4375.0,1303.0,0.0,0.0,0.0,11956.0,Female,66.0
Player 1645,720.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,Female,48.0
Player 1646,1294.0,6484.0,2007.0,975.0,0.0,0.0,0.0,10761.0,Female,25.0
Player 1647,487.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0,Female,59.0
Player 1648,0.0,0.0,0.0,0.0,0.0,0.0,538.0,538.0,Male,22.0
Player 1649,79.0,27.0,19.0,8.0,0.0,20.0,37.0,191.0,Male,47.0
Player 1650,79.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,Male,36.0
Player 1651,0.0,0.0,585.0,0.0,0.0,0.0,0.0,585.0,Male,52.0
Player 1652,53.0,17.0,29.0,6.0,0.0,22.0,61.0,188.0,Female,49.0
Player 1653,91.0,31.0,19.0,12.0,0.0,20.0,44.0,218.0,Male,27.0
Player 1654,107.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,Female,61.0
Player 1655,812.0,361.0,190.0,144.0,0.0,155.0,795.0,2457.0,Female,68.0
Player 1656,75.0,34.0,29.0,11.0,0.0,26.0,24.0,199.0,Male,37.0
Player 1657,0.0,0.0,479.0,0.0,0.0,0.0,0.0,479.0,Male,31.0
Player 1658,66.0,34.0,21.0,14.0,0.0,18.0,30.0,183.0,Female,62.0
Player 1659,472.0,359.0,214.0,92.0,0.0,199.0,594.0,1930.0,Female,50.0
Player 1660,0.0,0.0,0.0,0.0,0.0,0.0,530.0,530.0,Female,27.0
Player 1661,64.0,25.0,25.0,9.0,0.0,22.0,77.0,223.0,Male,25.0
Player 1662,915.0,432.0,141.0,80.0,0.0,172.0,562.0,2302.0,Female,62.0
Player 1663,70.0,22.0,34.0,9.0,0.0,20.0,29.0,184.0,Female,69.0
Player 1664,521.0,0.0,0.0,0.0,106.0,0.0,0.0,627.0,Female,42.0
Player 1665,820.0,2862.0,2789.0,1000.0,0.0,0.0,0.0,7470.0,Female,65.0
Player 1666,266.0,0.0,0.0,0.0,135.0,0.0,0.0,401.0,Male,55.0
Player 1667,308.0,0.0,0.0,0.0,154.0,0.0,0.0,462.0,Female,43.0
Player 1668,1105.0,397.0,297.0,83.0,0.0,304.0,683.0,2870.0,Male,37.0
Player 1669,0.0,0.0,0.0,0.0,0.0,339.0,0.0,339.0,Male,60.0
Player 1670,65.0,44.0,23.0,11.0,0.0,22.0,35.0,199.0,Male,31.0
Player 1671,111.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,Male,43.0
Player 1672,109.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,Female,36.0
Player 1673,641.0,1842.0,6396.0,808.0,0.0,0.0,0.0,9687.0,Female,66.0
Player 1674,781.0,210.0,79.0,133.0,0.0,206.0,489.0,1898.0,Male,62.0
Player 1675,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Male,22.0
Player 1676,587.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,Male,43.0
Player 1677,295.0,0.0,0.0,0.0,148.0,0.0,0.0,443.0,Female,42.0
Player 1678,65.0,29.0,17.0,9.0,0.0,23.0,50.0,192.0,Female,50.0
Player 1679,0.0,632.0,0.0,0.0,0.0,0.0,0.0,632.0,Female,29.0
Player 1680,89.0,29.0,18.0,12.0,0.0,30.0,50.0,228.0,Female,50.0
Player 1681,67.0,33.0,20.0,8.0,0.0,20.0,26.0,174.0,Male,61.0
Player 1682,47.0,41.0,16.0,6.0,0.0,12.0,49.0,171.0,Female,30.0
Player 1683,81.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,Female,59.0
Player 1684,890.0,246.0,209.0,102.0,0.0,165.0,671.0,2282.0,Male,56.0
Player 1685,617.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,Female,55.0
Player 1686,75.0,19.0,30.0,10.0,0.0,17.0,70.0,220.0,Male,33.0
Player 1687,154.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,Male,50.0
Player 1688,69.0,24.0,27.0,11.0,0.0,4.0,41.0,175.0,Male,48.0
Player 1689,511.0,132.0,207.0,89.0,0.0,155.0,492.0,1585.0,Male,37.0
Player 1690,949.0,3223.0,4647.0,1427.0,0.0,0.0,0.0,10246.0,Female,68.0
Player 1691,64.0,19.0,14.0,8.0,0.0,18.0,36.0,158.0,Female,38.0
Player 1692,155.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,Male,48.0
Player 1693,777.0,214.0,112.0,134.0,0.0,126.0,498.0,1862.0,Female,58.0
Player 1694,72.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,Female,41.0
Player 1695,393.0,0.0,0.0,0.0,84.0,0.0,0.0,477.0,Male,37.0
Player 1696,118.0,24.0,29.0,10.0,0.0,16.0,62.0,259.0,Female,34.0
Player 1697,0.0,0.0,581.0,0.0,0.0,0.0,0.0,581.0,Female,57.0
Player 1698,111.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,Female,57.0
Player 1699,86.0,29.0,21.0,13.0,0.0,14.0,50.0,214.0,Female,70.0
Player 1700,142.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,Female,52.0
Player 1701,911.0,153.0,133.0,66.0,0.0,291.0,789.0,2342.0,Female,55.0
Player 1702,97.0,20.0,16.0,8.0,0.0,20.0,52.0,212.0,Female,56.0
